# total density of states output by FHI-aims 
# The energy reference for this output is the chemical potential, mu =       -4.990770 eV
#    Energy (eV)      DOS 
        -11.03922998          0.00000000
        -11.03722998          0.00000000
        -11.03522998          0.00000000
        -11.03322998          0.00000000
        -11.03122998          0.00000000
        -11.02922998          0.00000001
        -11.02722998          0.00000001
        -11.02522998          0.00000001
        -11.02322998          0.00000001
        -11.02122998          0.00000002
        -11.01922998          0.00000002
        -11.01722998          0.00000003
        -11.01522998          0.00000003
        -11.01322998          0.00000004
        -11.01122998          0.00000005
        -11.00922998          0.00000006
        -11.00722998          0.00000008
        -11.00522998          0.00000010
        -11.00322998          0.00000013
        -11.00122998          0.00000016
        -10.99922998          0.00000020
        -10.99722998          0.00000025
        -10.99522998          0.00000032
        -10.99322998          0.00000040
        -10.99122998          0.00000049
        -10.98922998          0.00000061
        -10.98722998          0.00000076
        -10.98522998          0.00000094
        -10.98322998          0.00000117
        -10.98122998          0.00000144
        -10.97922998          0.00000178
        -10.97722998          0.00000219
        -10.97522998          0.00000269
        -10.97322998          0.00000330
        -10.97122998          0.00000405
        -10.96922998          0.00000495
        -10.96722998          0.00000605
        -10.96522998          0.00000738
        -10.96322998          0.00000899
        -10.96122998          0.00001093
        -10.95922998          0.00001327
        -10.95722998          0.00001609
        -10.95522998          0.00001947
        -10.95322998          0.00002352
        -10.95122998          0.00002837
        -10.94922998          0.00003417
        -10.94722998          0.00004109
        -10.94522998          0.00004933
        -10.94322998          0.00005913
        -10.94122998          0.00007076
        -10.93922998          0.00008455
        -10.93722998          0.00010086
        -10.93522998          0.00012013
        -10.93322998          0.00014285
        -10.93122998          0.00016960
        -10.92922998          0.00020104
        -10.92722998          0.00023793
        -10.92522998          0.00028114
        -10.92322998          0.00033167
        -10.92122998          0.00039066
        -10.91922998          0.00045941
        -10.91722998          0.00053941
        -10.91522998          0.00063234
        -10.91322998          0.00074011
        -10.91122998          0.00086487
        -10.90922998          0.00100906
        -10.90722998          0.00117544
        -10.90522998          0.00136708
        -10.90322998          0.00158746
        -10.90122998          0.00184045
        -10.89922998          0.00213040
        -10.89722998          0.00246214
        -10.89522998          0.00284105
        -10.89322998          0.00327312
        -10.89122998          0.00376496
        -10.88922998          0.00432391
        -10.88722998          0.00495803
        -10.88522998          0.00567621
        -10.88322998          0.00648824
        -10.88122998          0.00740481
        -10.87922998          0.00843761
        -10.87722998          0.00959943
        -10.87522998          0.01090414
        -10.87322998          0.01236683
        -10.87122998          0.01400383
        -10.86922998          0.01583280
        -10.86722998          0.01787276
        -10.86522998          0.02014416
        -10.86322998          0.02266893
        -10.86122998          0.02547054
        -10.85922998          0.02857402
        -10.85722998          0.03200600
        -10.85522998          0.03579473
        -10.85322998          0.03997012
        -10.85122998          0.04456372
        -10.84922998          0.04960870
        -10.84722998          0.05513989
        -10.84522998          0.06119366
        -10.84322998          0.06780795
        -10.84122998          0.07502216
        -10.83922998          0.08287708
        -10.83722998          0.09141479
        -10.83522998          0.10067851
        -10.83322998          0.11071252
        -10.83122998          0.12156196
        -10.82922998          0.13327262
        -10.82722998          0.14589080
        -10.82522998          0.15946306
        -10.82322998          0.17403595
        -10.82122998          0.18965579
        -10.81922998          0.20636836
        -10.81722998          0.22421861
        -10.81522998          0.24325033
        -10.81322998          0.26350581
        -10.81122998          0.28502554
        -10.80922998          0.30784778
        -10.80722998          0.33200824
        -10.80522998          0.35753970
        -10.80322998          0.38447161
        -10.80122998          0.41282973
        -10.79922998          0.44263573
        -10.79722998          0.47390686
        -10.79522998          0.50665553
        -10.79322998          0.54088900
        -10.79122998          0.57660904
        -10.78922998          0.61381160
        -10.78722998          0.65248653
        -10.78522998          0.69261733
        -10.78322998          0.73418088
        -10.78122998          0.77714726
        -10.77922998          0.82147961
        -10.77722998          0.86713396
        -10.77522998          0.91405916
        -10.77322998          0.96219686
        -10.77122998          1.01148151
        -10.76922998          1.06184038
        -10.76722998          1.11319369
        -10.76522998          1.16545475
        -10.76322998          1.21853015
        -10.76122998          1.27232001
        -10.75922998          1.32671826
        -10.75722998          1.38161298
        -10.75522998          1.43688679
        -10.75322998          1.49241724
        -10.75122998          1.54807732
        -10.74922998          1.60373590
        -10.74722998          1.65925830
        -10.74522998          1.71450684
        -10.74322998          1.76934144
        -10.74122998          1.82362019
        -10.73922998          1.87720004
        -10.73722998          1.92993741
        -10.73522998          1.98168883
        -10.73322998          2.03231165
        -10.73122998          2.08166469
        -10.72922998          2.12960887
        -10.72722998          2.17600792
        -10.72522998          2.22072904
        -10.72322998          2.26364349
        -10.72122998          2.30462725
        -10.71922998          2.34356166
        -10.71722998          2.38033395
        -10.71522998          2.41483786
        -10.71322998          2.44697414
        -10.71122998          2.47665112
        -10.70922998          2.50378511
        -10.70722998          2.52830094
        -10.70522998          2.55013231
        -10.70322998          2.56922223
        -10.70122998          2.58552334
        -10.69922998          2.59899821
        -10.69722998          2.60961963
        -10.69522998          2.61737087
        -10.69322998          2.62224581
        -10.69122998          2.62424915
        -10.68922998          2.62339650
        -10.68722998          2.61971444
        -10.68522998          2.61324055
        -10.68322998          2.60402341
        -10.68122998          2.59212248
        -10.67922998          2.57760806
        -10.67722998          2.56056106
        -10.67522998          2.54107286
        -10.67322998          2.51924501
        -10.67122998          2.49518894
        -10.66922998          2.46902562
        -10.66722998          2.44088516
        -10.66522998          2.41090636
        -10.66322998          2.37923621
        -10.66122998          2.34602936
        -10.65922998          2.31144754
        -10.65722998          2.27565891
        -10.65522998          2.23883739
        -10.65322998          2.20116198
        -10.65122998          2.16281594
        -10.64922998          2.12398606
        -10.64722998          2.08486181
        -10.64522998          2.04563450
        -10.64322998          2.00649640
        -10.64122998          1.96763983
        -10.63922998          1.92925629
        -10.63722998          1.89153547
        -10.63522998          1.85466437
        -10.63322998          1.81882635
        -10.63122998          1.78420023
        -10.62922998          1.75095930
        -10.62722998          1.71927053
        -10.62522998          1.68929358
        -10.62322998          1.66118006
        -10.62122998          1.63507263
        -10.61922998          1.61110425
        -10.61722998          1.58939750
        -10.61522998          1.57006383
        -10.61322998          1.55320298
        -10.61122998          1.53890241
        -10.60922998          1.52723682
        -10.60722998          1.51826766
        -10.60522998          1.51204287
        -10.60322998          1.50859650
        -10.60122998          1.50794857
        -10.59922998          1.51010492
        -10.59722998          1.51505715
        -10.59522998          1.52278267
        -10.59322998          1.53324482
        -10.59122998          1.54639300
        -10.58922998          1.56216302
        -10.58722998          1.58047739
        -10.58522998          1.60124575
        -10.58322998          1.62436535
        -10.58122998          1.64972160
        -10.57922998          1.67718871
        -10.57722998          1.70663032
        -10.57522998          1.73790027
        -10.57322998          1.77084335
        -10.57122998          1.80529610
        -10.56922998          1.84108771
        -10.56722998          1.87804086
        -10.56522998          1.91597268
        -10.56322998          1.95469561
        -10.56122998          1.99401843
        -10.55922998          2.03374715
        -10.55722998          2.07368599
        -10.55522998          2.11363832
        -10.55322998          2.15340764
        -10.55122998          2.19279846
        -10.54922998          2.23161724
        -10.54722998          2.26967328
        -10.54522998          2.30677955
        -10.54322998          2.34275358
        -10.54122998          2.37741819
        -10.53922998          2.41060227
        -10.53722998          2.44214152
        -10.53522998          2.47187909
        -10.53322998          2.49966621
        -10.53122998          2.52536277
        -10.52922998          2.54883787
        -10.52722998          2.56997025
        -10.52522998          2.58864877
        -10.52322998          2.60477276
        -10.52122998          2.61825232
        -10.51922998          2.62900864
        -10.51722998          2.63697417
        -10.51522998          2.64209281
        -10.51322998          2.64432000
        -10.51122998          2.64362282
        -10.50922998          2.63997993
        -10.50722998          2.63338160
        -10.50522998          2.62382958
        -10.50322998          2.61133693
        -10.50122998          2.59592790
        -10.49922998          2.57763764
        -10.49722998          2.55651193
        -10.49522998          2.53260686
        -10.49322998          2.50598846
        -10.49122998          2.47673227
        -10.48922998          2.44492293
        -10.48722998          2.41065364
        -10.48522998          2.37402570
        -10.48322998          2.33514791
        -10.48122998          2.29413598
        -10.47922998          2.25111196
        -10.47722998          2.20620357
        -10.47522998          2.15954356
        -10.47322998          2.11126902
        -10.47122998          2.06152070
        -10.46922998          2.01044230
        -10.46722998          1.95817978
        -10.46522998          1.90488064
        -10.46322998          1.85069319
        -10.46122998          1.79576590
        -10.45922998          1.74024666
        -10.45722998          1.68428213
        -10.45522998          1.62801704
        -10.45322998          1.57159362
        -10.45122998          1.51515091
        -10.44922998          1.45882422
        -10.44722998          1.40274460
        -10.44522998          1.34703828
        -10.44322998          1.29182621
        -10.44122998          1.23722367
        -10.43922998          1.18333983
        -10.43722998          1.13027745
        -10.43522998          1.07813255
        -10.43322998          1.02699423
        -10.43122998          0.97694439
        -10.42922998          0.92805769
        -10.42722998          0.88040135
        -10.42522998          0.83403520
        -10.42322998          0.78901163
        -10.42122998          0.74537563
        -10.41922998          0.70316495
        -10.41722998          0.66241015
        -10.41522998          0.62313485
        -10.41322998          0.58535590
        -10.41122998          0.54908362
        -10.40922998          0.51432213
        -10.40722998          0.48106957
        -10.40522998          0.44931852
        -10.40322998          0.41905627
        -10.40122998          0.39026519
        -10.39922998          0.36292318
        -10.39722998          0.33700393
        -10.39522998          0.31247742
        -10.39322998          0.28931025
        -10.39122998          0.26746602
        -10.38922998          0.24690576
        -10.38722998          0.22758826
        -10.38522998          0.20947046
        -10.38322998          0.19250782
        -10.38122998          0.17665460
        -10.37922998          0.16186425
        -10.37722998          0.14808969
        -10.37522998          0.13528358
        -10.37322998          0.12339863
        -10.37122998          0.11238778
        -10.36922998          0.10220451
        -10.36722998          0.09280297
        -10.36522998          0.08413821
        -10.36322998          0.07616633
        -10.36122998          0.06884461
        -10.35922998          0.06213165
        -10.35722998          0.05598745
        -10.35522998          0.05037351
        -10.35322998          0.04525292
        -10.35122998          0.04059034
        -10.34922998          0.03635210
        -10.34722998          0.03250619
        -10.34522998          0.02902229
        -10.34322998          0.02587171
        -10.34122998          0.02302745
        -10.33922998          0.02046411
        -10.33722998          0.01815790
        -10.33522998          0.01608655
        -10.33322998          0.01422933
        -10.33122998          0.01256693
        -10.32922998          0.01108145
        -10.32722998          0.00975631
        -10.32522998          0.00857623
        -10.32322998          0.00752710
        -10.32122998          0.00659598
        -10.31922998          0.00577099
        -10.31722998          0.00504128
        -10.31522998          0.00439693
        -10.31322998          0.00382892
        -10.31122998          0.00332905
        -10.30922998          0.00288989
        -10.30722998          0.00250472
        -10.30522998          0.00216747
        -10.30322998          0.00187267
        -10.30122998          0.00161542
        -10.29922998          0.00139132
        -10.29722998          0.00119641
        -10.29522998          0.00102718
        -10.29322998          0.00088050
        -10.29122998          0.00075357
        -10.28922998          0.00064392
        -10.28722998          0.00054936
        -10.28522998          0.00046794
        -10.28322998          0.00039796
        -10.28122998          0.00033790
        -10.27922998          0.00028646
        -10.27722998          0.00024246
        -10.27522998          0.00020490
        -10.27322998          0.00017288
        -10.27122998          0.00014563
        -10.26922998          0.00012248
        -10.26722998          0.00010285
        -10.26522998          0.00008623
        -10.26322998          0.00007218
        -10.26122998          0.00006032
        -10.25922998          0.00005033
        -10.25722998          0.00004193
        -10.25522998          0.00003488
        -10.25322998          0.00002896
        -10.25122998          0.00002401
        -10.24922998          0.00001988
        -10.24722998          0.00001643
        -10.24522998          0.00001356
        -10.24322998          0.00001117
        -10.24122998          0.00000919
        -10.23922998          0.00000754
        -10.23722998          0.00000619
        -10.23522998          0.00000506
        -10.23322998          0.00000414
        -10.23122998          0.00000338
        -10.22922998          0.00000275
        -10.22722998          0.00000224
        -10.22522998          0.00000182
        -10.22322998          0.00000147
        -10.22122998          0.00000119
        -10.21922998          0.00000096
        -10.21722998          0.00000078
        -10.21522998          0.00000063
        -10.21322998          0.00000050
        -10.21122998          0.00000040
        -10.20922998          0.00000032
        -10.20722998          0.00000026
        -10.20522998          0.00000021
        -10.20322998          0.00000017
        -10.20122998          0.00000013
        -10.19922998          0.00000011
        -10.19722998          0.00000008
        -10.19522998          0.00000007
        -10.19322998          0.00000005
        -10.19122998          0.00000004
        -10.18922998          0.00000003
        -10.18722998          0.00000003
        -10.18522998          0.00000002
        -10.18322998          0.00000002
        -10.18122998          0.00000001
        -10.17922998          0.00000001
        -10.17722998          0.00000001
        -10.17522998          0.00000001
        -10.17322998          0.00000000
        -10.17122998          0.00000000
        -10.16922998          0.00000000
        -10.16722998          0.00000000
        -10.16522998          0.00000000
        -10.16322998          0.00000000
        -10.16122998          0.00000000
        -10.15922998          0.00000000
        -10.15722998          0.00000000
        -10.15522998          0.00000000
        -10.15322998          0.00000000
        -10.15122998          0.00000000
        -10.14922998          0.00000000
        -10.14722998          0.00000000
        -10.14522998          0.00000000
        -10.14322998          0.00000000
        -10.14122998          0.00000000
        -10.13922998          0.00000000
        -10.13722998          0.00000000
        -10.13522998          0.00000000
        -10.13322998          0.00000000
        -10.13122998          0.00000000
        -10.12922998          0.00000000
        -10.12722998          0.00000000
        -10.12522998          0.00000000
        -10.12322998          0.00000000
        -10.12122998          0.00000000
        -10.11922998          0.00000000
        -10.11722998          0.00000000
        -10.11522998          0.00000000
        -10.11322998          0.00000000
        -10.11122998          0.00000000
        -10.10922998          0.00000000
        -10.10722998          0.00000000
        -10.10522998          0.00000000
        -10.10322998          0.00000000
        -10.10122998          0.00000000
        -10.09922998          0.00000000
        -10.09722998          0.00000000
        -10.09522998          0.00000000
        -10.09322998          0.00000000
        -10.09122998          0.00000000
        -10.08922998          0.00000000
        -10.08722998          0.00000000
        -10.08522998          0.00000000
        -10.08322998          0.00000000
        -10.08122998          0.00000000
        -10.07922998          0.00000000
        -10.07722998          0.00000000
        -10.07522998          0.00000000
        -10.07322998          0.00000000
        -10.07122998          0.00000000
        -10.06922998          0.00000000
        -10.06722998          0.00000000
        -10.06522998          0.00000001
        -10.06322998          0.00000001
        -10.06122998          0.00000001
        -10.05922998          0.00000001
        -10.05722998          0.00000001
        -10.05522998          0.00000002
        -10.05322998          0.00000002
        -10.05122998          0.00000003
        -10.04922998          0.00000004
        -10.04722998          0.00000005
        -10.04522998          0.00000006
        -10.04322998          0.00000007
        -10.04122998          0.00000009
        -10.03922998          0.00000012
        -10.03722998          0.00000015
        -10.03522998          0.00000019
        -10.03322998          0.00000023
        -10.03122998          0.00000029
        -10.02922998          0.00000036
        -10.02722998          0.00000045
        -10.02522998          0.00000056
        -10.02322998          0.00000070
        -10.02122998          0.00000087
        -10.01922998          0.00000107
        -10.01722998          0.00000133
        -10.01522998          0.00000164
        -10.01322998          0.00000202
        -10.01122998          0.00000248
        -10.00922998          0.00000305
        -10.00722998          0.00000374
        -10.00522998          0.00000458
        -10.00322998          0.00000561
        -10.00122998          0.00000684
         -9.99922998          0.00000834
         -9.99722998          0.00001015
         -9.99522998          0.00001234
         -9.99322998          0.00001497
         -9.99122998          0.00001813
         -9.98922998          0.00002192
         -9.98722998          0.00002647
         -9.98522998          0.00003191
         -9.98322998          0.00003840
         -9.98122998          0.00004615
         -9.97922998          0.00005537
         -9.97722998          0.00006632
         -9.97522998          0.00007932
         -9.97322998          0.00009471
         -9.97122998          0.00011292
         -9.96922998          0.00013441
         -9.96722998          0.00015974
         -9.96522998          0.00018954
         -9.96322998          0.00022455
         -9.96122998          0.00026560
         -9.95922998          0.00031367
         -9.95722998          0.00036985
         -9.95522998          0.00043541
         -9.95322998          0.00051178
         -9.95122998          0.00060059
         -9.94922998          0.00070372
         -9.94722998          0.00082325
         -9.94522998          0.00096158
         -9.94322998          0.00112139
         -9.94122998          0.00130571
         -9.93922998          0.00151793
         -9.93722998          0.00176189
         -9.93522998          0.00204186
         -9.93322998          0.00236262
         -9.93122998          0.00272948
         -9.92922998          0.00314840
         -9.92722998          0.00362593
         -9.92522998          0.00416939
         -9.92322998          0.00478682
         -9.92122998          0.00548714
         -9.91922998          0.00628012
         -9.91722998          0.00717654
         -9.91522998          0.00818817
         -9.91322998          0.00932791
         -9.91122998          0.01060983
         -9.90922998          0.01204923
         -9.90722998          0.01366275
         -9.90522998          0.01546839
         -9.90322998          0.01748562
         -9.90122998          0.01973545
         -9.89922998          0.02224045
         -9.89722998          0.02502485
         -9.89522998          0.02811458
         -9.89322998          0.03153731
         -9.89122998          0.03532251
         -9.88922998          0.03950146
         -9.88722998          0.04410728
         -9.88522998          0.04917494
         -9.88322998          0.05474127
         -9.88122998          0.06084490
         -9.87922998          0.06752629
         -9.87722998          0.07482761
         -9.87522998          0.08279272
         -9.87322998          0.09146709
         -9.87122998          0.10089764
         -9.86922998          0.11113265
         -9.86722998          0.12222160
         -9.86522998          0.13421500
         -9.86322998          0.14716416
         -9.86122998          0.16112102
         -9.85922998          0.17613784
         -9.85722998          0.19226696
         -9.85522998          0.20956053
         -9.85322998          0.22807013
         -9.85122998          0.24784645
         -9.84922998          0.26893895
         -9.84722998          0.29139545
         -9.84522998          0.31526172
         -9.84322998          0.34058108
         -9.84122998          0.36739396
         -9.83922998          0.39573745
         -9.83722998          0.42564485
         -9.83522998          0.45714521
         -9.83322998          0.49026287
         -9.83122998          0.52501702
         -9.82922998          0.56142123
         -9.82722998          0.59948301
         -9.82522998          0.63920340
         -9.82322998          0.68057656
         -9.82122998          0.72358937
         -9.81922998          0.76822112
         -9.81722998          0.81444315
         -9.81522998          0.86221856
         -9.81322998          0.91150202
         -9.81122998          0.96223952
         -9.80922998          1.01436825
         -9.80722998          1.06781648
         -9.80522998          1.12250356
         -9.80322998          1.17833990
         -9.80122998          1.23522705
         -9.79922998          1.29305788
         -9.79722998          1.35171673
         -9.79522998          1.41107971
         -9.79322998          1.47101504
         -9.79122998          1.53138340
         -9.78922998          1.59203846
         -9.78722998          1.65282734
         -9.78522998          1.71359122
         -9.78322998          1.77416597
         -9.78122998          1.83438285
         -9.77922998          1.89406924
         -9.77722998          1.95304941
         -9.77522998          2.01114540
         -9.77322998          2.06817781
         -9.77122998          2.12396676
         -9.76922998          2.17833275
         -9.76722998          2.23109763
         -9.76522998          2.28208550
         -9.76322998          2.33112370
         -9.76122998          2.37804373
         -9.75922998          2.42268219
         -9.75722998          2.46488169
         -9.75522998          2.50449175
         -9.75322998          2.54136964
         -9.75122998          2.57538124
         -9.74922998          2.60640181
         -9.74722998          2.63431669
         -9.74522998          2.65902202
         -9.74322998          2.68042533
         -9.74122998          2.69844612
         -9.73922998          2.71301631
         -9.73722998          2.72408065
         -9.73522998          2.73159710
         -9.73322998          2.73553702
         -9.73122998          2.73588539
         -9.72922998          2.73264089
         -9.72722998          2.72581588
         -9.72522998          2.71543636
         -9.72322998          2.70154182
         -9.72122998          2.68418495
         -9.71922998          2.66343137
         -9.71722998          2.63935923
         -9.71522998          2.61205870
         -9.71322998          2.58163150
         -9.71122998          2.54819022
         -9.70922998          2.51185771
         -9.70722998          2.47276635
         -9.70522998          2.43105725
         -9.70322998          2.38687945
         -9.70122998          2.34038908
         -9.69922998          2.29174844
         -9.69722998          2.24112511
         -9.69522998          2.18869103
         -9.69322998          2.13462154
         -9.69122998          2.07909442
         -9.68922998          2.02228898
         -9.68722998          1.96438511
         -9.68522998          1.90556237
         -9.68322998          1.84599907
         -9.68122998          1.78587144
         -9.67922998          1.72535274
         -9.67722998          1.66461255
         -9.67522998          1.60381595
         -9.67322998          1.54312282
         -9.67122998          1.48268724
         -9.66922998          1.42265688
         -9.66722998          1.36317243
         -9.66522998          1.30436717
         -9.66322998          1.24636655
         -9.66122998          1.18928785
         -9.65922998          1.13323987
         -9.65722998          1.07832275
         -9.65522998          1.02462781
         -9.65322998          0.97223744
         -9.65122998          0.92122509
         -9.64922998          0.87165530
         -9.64722998          0.82358377
         -9.64522998          0.77705750
         -9.64322998          0.73211501
         -9.64122998          0.68878653
         -9.63922998          0.64709429
         -9.63722998          0.60705286
         -9.63522998          0.56866946
         -9.63322998          0.53194435
         -9.63122998          0.49687123
         -9.62922998          0.46343769
         -9.62722998          0.43162559
         -9.62522998          0.40141154
         -9.62322998          0.37276739
         -9.62122998          0.34566060
         -9.61922998          0.32005480
         -9.61722998          0.29591017
         -9.61522998          0.27318391
         -9.61322998          0.25183069
         -9.61122998          0.23180306
         -9.60922998          0.21305186
         -9.60722998          0.19552658
         -9.60522998          0.17917580
         -9.60322998          0.16394746
         -9.60122998          0.14978923
         -9.59922998          0.13664881
         -9.59722998          0.12447418
         -9.59522998          0.11321388
         -9.59322998          0.10281724
         -9.59122998          0.09323457
         -9.58922998          0.08441733
         -9.58722998          0.07631833
         -9.58522998          0.06889182
         -9.58322998          0.06209362
         -9.58122998          0.05588120
         -9.57922998          0.05021380
         -9.57722998          0.04505241
         -9.57522998          0.04035985
         -9.57322998          0.03610081
         -9.57122998          0.03224178
         -9.56922998          0.02875115
         -9.56722998          0.02559909
         -9.56522998          0.02275758
         -9.56322998          0.02020037
         -9.56122998          0.01790289
         -9.55922998          0.01584226
         -9.55722998          0.01399717
         -9.55522998          0.01234786
         -9.55322998          0.01087605
         -9.55122998          0.00956484
         -9.54922998          0.00839867
         -9.54722998          0.00736325
         -9.54522998          0.00644546
         -9.54322998          0.00563329
         -9.54122998          0.00491581
         -9.53922998          0.00428303
         -9.53722998          0.00372589
         -9.53522998          0.00323617
         -9.53322998          0.00280643
         -9.53122998          0.00242995
         -9.52922998          0.00210069
         -9.52722998          0.00181321
         -9.52522998          0.00156262
         -9.52322998          0.00134455
         -9.52122998          0.00115510
         -9.51922998          0.00099079
         -9.51722998          0.00084852
         -9.51522998          0.00072554
         -9.51322998          0.00061940
         -9.51122998          0.00052797
         -9.50922998          0.00044932
         -9.50722998          0.00038178
         -9.50522998          0.00032389
         -9.50322998          0.00027434
         -9.50122998          0.00023201
         -9.49922998          0.00019590
         -9.49722998          0.00016515
         -9.49522998          0.00013900
         -9.49322998          0.00011681
         -9.49122998          0.00009801
         -9.48922998          0.00008210
         -9.48722998          0.00006867
         -9.48522998          0.00005734
         -9.48322998          0.00004781
         -9.48122998          0.00003980
         -9.47922998          0.00003308
         -9.47722998          0.00002745
         -9.47522998          0.00002274
         -9.47322998          0.00001881
         -9.47122998          0.00001553
         -9.46922998          0.00001281
         -9.46722998          0.00001054
         -9.46522998          0.00000867
         -9.46322998          0.00000711
         -9.46122998          0.00000583
         -9.45922998          0.00000477
         -9.45722998          0.00000389
         -9.45522998          0.00000317
         -9.45322998          0.00000258
         -9.45122998          0.00000210
         -9.44922998          0.00000170
         -9.44722998          0.00000138
         -9.44522998          0.00000112
         -9.44322998          0.00000090
         -9.44122998          0.00000073
         -9.43922998          0.00000059
         -9.43722998          0.00000047
         -9.43522998          0.00000038
         -9.43322998          0.00000030
         -9.43122998          0.00000024
         -9.42922998          0.00000019
         -9.42722998          0.00000015
         -9.42522998          0.00000012
         -9.42322998          0.00000010
         -9.42122998          0.00000008
         -9.41922998          0.00000006
         -9.41722998          0.00000005
         -9.41522998          0.00000004
         -9.41322998          0.00000003
         -9.41122998          0.00000002
         -9.40922998          0.00000002
         -9.40722998          0.00000001
         -9.40522998          0.00000001
         -9.40322998          0.00000001
         -9.40122998          0.00000001
         -9.39922998          0.00000001
         -9.39722998          0.00000000
         -9.39522998          0.00000000
         -9.39322998          0.00000000
         -9.39122998          0.00000000
         -9.38922998          0.00000000
         -9.38722998          0.00000000
         -9.38522998          0.00000000
         -9.38322998          0.00000000
         -9.38122998          0.00000000
         -9.37922998          0.00000000
         -9.37722998          0.00000000
         -9.37522998          0.00000000
         -9.37322998          0.00000000
         -9.37122998          0.00000000
         -9.36922998          0.00000000
         -9.36722998          0.00000000
         -9.36522998          0.00000000
         -9.36322998          0.00000000
         -9.36122998          0.00000000
         -9.35922998          0.00000000
         -9.35722998          0.00000000
         -9.35522998          0.00000000
         -9.35322998          0.00000000
         -9.35122998          0.00000000
         -9.34922998          0.00000000
         -9.34722998          0.00000000
         -9.34522998          0.00000000
         -9.34322998          0.00000000
         -9.34122998          0.00000000
         -9.33922998          0.00000000
         -9.33722998          0.00000000
         -9.33522998          0.00000001
         -9.33322998          0.00000001
         -9.33122998          0.00000001
         -9.32922998          0.00000001
         -9.32722998          0.00000001
         -9.32522998          0.00000002
         -9.32322998          0.00000002
         -9.32122998          0.00000003
         -9.31922998          0.00000004
         -9.31722998          0.00000005
         -9.31522998          0.00000006
         -9.31322998          0.00000008
         -9.31122998          0.00000010
         -9.30922998          0.00000012
         -9.30722998          0.00000016
         -9.30522998          0.00000020
         -9.30322998          0.00000025
         -9.30122998          0.00000031
         -9.29922998          0.00000039
         -9.29722998          0.00000049
         -9.29522998          0.00000061
         -9.29322998          0.00000077
         -9.29122998          0.00000095
         -9.28922998          0.00000119
         -9.28722998          0.00000148
         -9.28522998          0.00000183
         -9.28322998          0.00000226
         -9.28122998          0.00000280
         -9.27922998          0.00000345
         -9.27722998          0.00000426
         -9.27522998          0.00000524
         -9.27322998          0.00000643
         -9.27122998          0.00000789
         -9.26922998          0.00000966
         -9.26722998          0.00001181
         -9.26522998          0.00001441
         -9.26322998          0.00001756
         -9.26122998          0.00002136
         -9.25922998          0.00002595
         -9.25722998          0.00003147
         -9.25522998          0.00003810
         -9.25322998          0.00004606
         -9.25122998          0.00005560
         -9.24922998          0.00006700
         -9.24722998          0.00008062
         -9.24522998          0.00009685
         -9.24322998          0.00011616
         -9.24122998          0.00013911
         -9.23922998          0.00016632
         -9.23722998          0.00019855
         -9.23522998          0.00023665
         -9.23322998          0.00028162
         -9.23122998          0.00033460
         -9.22922998          0.00039692
         -9.22722998          0.00047012
         -9.22522998          0.00055593
         -9.22322998          0.00065638
         -9.22122998          0.00077377
         -9.21922998          0.00091072
         -9.21722998          0.00107023
         -9.21522998          0.00125571
         -9.21322998          0.00147103
         -9.21122998          0.00172058
         -9.20922998          0.00200932
         -9.20722998          0.00234286
         -9.20522998          0.00272751
         -9.20322998          0.00317037
         -9.20122998          0.00367940
         -9.19922998          0.00426352
         -9.19722998          0.00493270
         -9.19522998          0.00569806
         -9.19322998          0.00657198
         -9.19122998          0.00756820
         -9.18922998          0.00870197
         -9.18722998          0.00999012
         -9.18522998          0.01145128
         -9.18322998          0.01310592
         -9.18122998          0.01497658
         -9.17922998          0.01708794
         -9.17722998          0.01946704
         -9.17522998          0.02214340
         -9.17322998          0.02514918
         -9.17122998          0.02851933
         -9.16922998          0.03229177
         -9.16722998          0.03650753
         -9.16522998          0.04121092
         -9.16322998          0.04644965
         -9.16122998          0.05227500
         -9.15922998          0.05874194
         -9.15722998          0.06590926
         -9.15522998          0.07383965
         -9.15322998          0.08259985
         -9.15122998          0.09226067
         -9.14922998          0.10289707
         -9.14722998          0.11458820
         -9.14522998          0.12741738
         -9.14322998          0.14147211
         -9.14122998          0.15684398
         -9.13922998          0.17362861
         -9.13722998          0.19192552
         -9.13522998          0.21183796
         -9.13322998          0.23347271
         -9.13122998          0.25693985
         -9.12922998          0.28235244
         -9.12722998          0.30982620
         -9.12522998          0.33947912
         -9.12322998          0.37143105
         -9.12122998          0.40580319
         -9.11922998          0.44271757
         -9.11722998          0.48229650
         -9.11522998          0.52466190
         -9.11322998          0.56993468
         -9.11122998          0.61823400
         -9.10922998          0.66967653
         -9.10722998          0.72437564
         -9.10522998          0.78244063
         -9.10322998          0.84397582
         -9.10122998          0.90907970
         -9.09922998          0.97784405
         -9.09722998          1.05035300
         -9.09522998          1.12668213
         -9.09322998          1.20689756
         -9.09122998          1.29105500
         -9.08922998          1.37919892
         -9.08722998          1.47136160
         -9.08522998          1.56756232
         -9.08322998          1.66780653
         -9.08122998          1.77208509
         -9.07922998          1.88037354
         -9.07722998          1.99263143
         -9.07522998          2.10880173
         -9.07322998          2.22881033
         -9.07122998          2.35256551
         -9.06922998          2.47995769
         -9.06722998          2.61085907
         -9.06522998          2.74512347
         -9.06322998          2.88258628
         -9.06122998          3.02306447
         -9.05922998          3.16635670
         -9.05722998          3.31224360
         -9.05522998          3.46048807
         -9.05322998          3.61083578
         -9.05122998          3.76301572
